time,distance,speed,accelerationX,accelerationY,accelerationZ,speedLimit,speedDifference,speedSeverity
3.17,1.51396945,53.8681335,-0.023378857,-0.000195417,-0.049177878,90,-36.13,0
3.18,1.52874623,54.0354,-0.01195986,0.001059134,-0.048245147,90,-35.96,0
3.2,1.54400594,54.2107925,-0.011974381,-0.001183286,-0.04632819,90,-35.79,0
3.22,1.55922037,54.35601,-0.058800813,0.002591981,-0.039478622,90,-35.64,0
3.23,1.57465864,54.51328,-0.031999603,0.001131642,-0.04275749,90,-35.49,0
3.25,1.58986698,54.65923,-0.02033369,-0.011490811,-0.042351205,90,-35.34,0
3.27,1.60519341,54.8152466,0.5978474,0.05360099,-0.039232563,90,-35.18,0
3.29,1.62054427,54.9426346,-0.041204073,0.001382428,-0.036995158,90,-35.06,0
3.3,1.63597656,55.06977,0.363519,-0.109776564,-0.037309878,90,-34.93,0
3.32,1.65140999,55.16903,-0.045135476,0.018748943,-0.029956754,90,-34.83,0
3.34,1.6673646,55.28592,-0.002073199,0.0051976,-0.03780771,90,-34.71,0
3.35,1.68278468,55.4065933,0.000589638,0.000851299,-0.037864935,90,-34.59,0
3.37,1.69816498,55.5534935,-0.165875435,-0.18166779,-0.04262014,90,-34.45,0
3.39,1.71379791,55.6689339,-0.034242075,0.001851188,-0.034649022,90,-34.33,0
3.4,1.7298669,55.79225,-0.017428543,-0.010651188,-0.032823607,90,-34.21,0
3.42,1.74537332,55.631115,0.008470915,0.008980393,0.128876433,90,-34.37,0
3.44,1.76044945,54.90672,-0.045035813,0.002587449,0.223454148,90,-35.09,0
3.45,1.77567532,54.0657539,0.032557793,0.027913425,0.238732666,90,-35.93,0
3.47,1.79102862,53.2582779,0.031237166,-0.008394258,0.1618482,90,-36.74,0
3.49,1.80572996,52.9098625,0.04521853,-0.001162704,0.087040894,90,-37.09,0
3.5,1.82081846,52.6656151,0.07066925,0.002311546,0.0661546,90,-37.33,0
3.52,1.8355755,52.4290466,0.115610391,0.001652468,0.06462674,90,-37.57,0
3.54,1.85015876,52.2564049,-0.1108909,0.006186541,0.048867572,90,-37.74,0
3.55,1.86460455,52.0662079,0.107898906,0.008338019,0.052632827,90,-37.93,0
3.57,1.87925962,51.8909721,0.08203011,0.009596238,0.045891993,90,-38.11,0
3.59,1.89389481,51.72097,0.09898686,0.02273663,0.053313777,90,-38.28,0
3.61,1.90903051,51.5748062,0.05666086,0.00477715,0.021463608,90,-38.43,0
3.62,1.91888797,51.58461,0.120383218,-0.015989464,-0.022540681,90,-38.42,0
3.63,1.93346453,51.713913,0.10598585,0.0350886,-0.036142536,90,-38.29,0
3.65,1.94810196,51.9138947,-0.002990795,0.006507374,-0.0696522,90,-38.09,0
3.67,1.96261407,52.15703,0.055585932,0.007131946,-0.068954095,90,-37.84,0
3.69,1.98083625,52.46792,0.002837568,-0.006226076,-0.092661485,90,-37.53,0
3.71,1.99601657,52.82909,0.000102328,0.001363169,-0.107728258,90,-37.17,0
3.72,2.01046731,53.23136,0.257640719,0.026991252,-0.118640624,90,-36.77,0
3.74,2.02538767,53.66078,-0.014430556,-0.003979122,-0.116408944,90,-36.34,0
3.76,2.04040973,54.0671234,-0.005907624,0.002183812,-0.109462112,90,-35.93,0
3.77,2.05605623,54.4635353,-0.000142329,0.000270997,-0.110143043,90,-35.54,0
